Coding,Impression,Major,College,Hired,SPORTSPLAYED,TIKTOK,Age
OK,Nerdy,DataScience,Peters,No,Basketball,Sillyjunk,36.2321849
Weak,Nerdy,DataScience,BYU,Yes,NONE,Nerdystuff,44.07382716
Excellent,Shy,Stats,PJIT,Yes,Basketball,Sillyjunk,31.43264189
Weak,Shy,CS,BYU,No,Soccer,NoAccount,27.22401532
Weak,Shy,Stats,PJIT,No,Basketball,NoAccount,50.99490734
OK,Shy,IT,Peters,No,Basketball,Sillyjunk,37.63771065
Excellent,Nerdy,IT,BYU,Yes,NONE,NoAccount,22.55267183
Excellent,Shy,CS,Peters,Yes,Basketball,NoAccount,26.36381234
Excellent,Confident,CS,Redbrick,No,Tennis,Sillyjunk,61.61912342
Excellent,Shy,CS,Redbrick,Yes,Basketball,Nerdystuff,35.72467428
Excellent,Shy,Stats,BYU,Yes,Tennis,Nerdystuff,56.01268754
Excellent,Outgoing,CS,BYU,No,Basketball,Sillyjunk,23.79051823
Excellent,Confident,CS,BYU,Yes,Basketball,Nerdystuff,24.7575185
Excellent,Outgoing,DataScience,PJIT,Yes,Basketball,NoAccount,44.67242852
Excellent,Shy,CS,Peters,No,Basketball,Nerdystuff,54.17120084
Excellent,Outgoing,DataScience,Peters,No,NONE,Sillyjunk,40.66044107
Excellent,Outgoing,IT,PJIT,Yes,Basketball,NoAccount,60.48274747
Excellent,Shy,IT,Redbrick,Yes,NONE,Nerdystuff,22.7302657
Excellent,Shy,CS,PJIT,No,Basketball,NoAccount,42.24626217
OK,Confident,Stats,Redbrick,No,Tennis,Nerdystuff,26.07549008
OK,Nerdy,CS,BYU,No,NONE,NoAccount,47.64147538
Excellent,Outgoing,IT,BYU,Yes,Tennis,Sillyjunk,58.15951767
OK,Nerdy,CS,Peters,No,Soccer,NoAccount,57.28054784
Excellent,Confident,DataScience,BestCollege,Yes,Tennis,Sillyjunk,22.38423825
Weak,Outgoing,IT,PJIT,No,Basketball,Sillyjunk,47.56331702
OK,Shy,Stats,BYU,No,Basketball,Nerdystuff,23.80748284
Weak,Outgoing,IT,PJIT,No,Basketball,NoAccount,41.80683706
OK,Confident,Stats,BestCollege,No,Basketball,Sillyjunk,25.38583983
Weak,Confident,CS,Redbrick,No,NONE,Sillyjunk,47.37168041
OK,Outgoing,CS,PJIT,No,Basketball,NoAccount,56.12241641
Weak,Nerdy,IT,Redbrick,No,Tennis,Nerdystuff,45.12819145
OK,Shy,Stats,Redbrick,No,NONE,Nerdystuff,43.27861377
Weak,Nerdy,DataScience,PJIT,No,Basketball,NoAccount,49.90042224
OK,Nerdy,DataScience,Peters,Yes,Soccer,NoAccount,48.98200421
OK,Outgoing,IT,Peters,No,Soccer,Nerdystuff,47.52161987
Excellent,Nerdy,CS,PJIT,No,Basketball,NoAccount,45.24379687
OK,Nerdy,IT,PJIT,Yes,Basketball,NoAccount,39.57598432
OK,Confident,IT,Redbrick,No,Soccer,Sillyjunk,50.73747728
Excellent,Confident,Stats,BestCollege,No,Soccer,Sillyjunk,47.56783876
Excellent,Outgoing,Stats,Redbrick,Yes,Basketball,Nerdystuff,54.96742628
Excellent,Confident,DataScience,Peters,No,Soccer,Nerdystuff,35.01589884
Excellent,Confident,Stats,Peters,No,Tennis,Sillyjunk,30.24373249
Excellent,Outgoing,IT,BestCollege,Yes,Basketball,Sillyjunk,50.94287935
Weak,Shy,CS,BYU,No,Tennis,Sillyjunk,61.90607717
Weak,Outgoing,DataScience,Redbrick,Yes,Soccer,Nerdystuff,56.16034655
OK,Outgoing,Stats,Redbrick,No,Basketball,Nerdystuff,54.37352478
Weak,Confident,DataScience,Redbrick,No,Soccer,Nerdystuff,29.14952851
Excellent,Shy,IT,Peters,Yes,Basketball,Nerdystuff,36.58670065
OK,Outgoing,DataScience,BestCollege,Yes,Soccer,Sillyjunk,31.0657359
OK,Outgoing,DataScience,Redbrick,No,Basketball,Nerdystuff,58.80132071
OK,Shy,IT,PJIT,No,Basketball,NoAccount,35.79171961
OK,Nerdy,IT,Redbrick,No,NONE,Nerdystuff,52.36196357
Excellent,Nerdy,Stats,BYU,No,Tennis,Sillyjunk,32.6878861
Excellent,Confident,CS,BYU,Yes,NONE,Sillyjunk,43.40673624
Excellent,Nerdy,Stats,BestCollege,No,NONE,Sillyjunk,22.12965034
Weak,Confident,CS,PJIT,No,Basketball,Sillyjunk,42.10443274
OK,Shy,DataScience,BestCollege,Yes,Soccer,Sillyjunk,37.10293072
Excellent,Outgoing,DataScience,Peters,Yes,Soccer,Sillyjunk,25.59482912
OK,Nerdy,Stats,Peters,No,NONE,Sillyjunk,45.49887748
Excellent,Outgoing,IT,BYU,Yes,Basketball,Nerdystuff,34.95983485
Weak,Shy,IT,BestCollege,No,Basketball,Sillyjunk,46.0016497
OK,Outgoing,DataScience,Redbrick,No,Basketball,Nerdystuff,33.4770548
Excellent,Nerdy,CS,BYU,No,NONE,Nerdystuff,52.32018556
Weak,Shy,DataScience,Redbrick,No,Basketball,Nerdystuff,22.54351189
OK,Shy,CS,Peters,No,Basketball,Sillyjunk,27.12118224
Weak,Confident,CS,BYU,No,Tennis,Sillyjunk,28.49995344
OK,Outgoing,IT,BYU,Yes,Soccer,Sillyjunk,41.68028332
Excellent,Confident,Stats,PJIT,Yes,Basketball,Sillyjunk,48.22644842
Weak,Outgoing,CS,Redbrick,Yes,Tennis,Nerdystuff,52.72292369
Weak,Confident,IT,BYU,Yes,Tennis,Sillyjunk,49.79398207
Weak,Confident,CS,PJIT,No,Basketball,Nerdystuff,24.1578462
Weak,Confident,DataScience,Peters,No,Tennis,NoAccount,38.03046931
Weak,Nerdy,CS,Redbrick,No,Basketball,Nerdystuff,44.79599904
OK,Outgoing,DataScience,Peters,No,Basketball,Nerdystuff,45.14111311
Weak,Outgoing,DataScience,BestCollege,No,Basketball,Sillyjunk,32.20224632
OK,Shy,IT,BestCollege,No,Basketball,Sillyjunk,60.19166514
OK,Confident,IT,BYU,No,Basketball,Sillyjunk,53.05889418
Excellent,Nerdy,CS,BYU,Yes,Soccer,Sillyjunk,29.16908747
OK,Shy,IT,BYU,No,NONE,Nerdystuff,39.21883268
OK,Nerdy,Stats,Redbrick,Yes,Tennis,Nerdystuff,31.48618041
Weak,Confident,DataScience,BYU,No,Tennis,Nerdystuff,31.52343672
Weak,Shy,Stats,Peters,No,Tennis,Sillyjunk,46.79293481
OK,Shy,CS,BestCollege,No,Soccer,Sillyjunk,43.44251528
Weak,Shy,IT,Peters,No,Soccer,NoAccount,45.94523559
Weak,Confident,IT,BestCollege,No,Soccer,Sillyjunk,56.72413582
Weak,Outgoing,IT,BestCollege,Yes,Basketball,Sillyjunk,30.08394336
Excellent,Outgoing,IT,PJIT,Yes,Basketball,Sillyjunk,34.59942985
OK,Confident,CS,Redbrick,No,Basketball,Sillyjunk,55.76116687
Excellent,Outgoing,Stats,Peters,No,Soccer,Sillyjunk,59.47727774
OK,Confident,IT,BestCollege,No,NONE,Sillyjunk,37.59676444
Weak,Confident,DataScience,PJIT,No,Basketball,Nerdystuff,25.94813034
Weak,Outgoing,IT,BestCollege,Yes,Soccer,Sillyjunk,45.29761363
Excellent,Shy,DataScience,PJIT,No,Basketball,Sillyjunk,29.93659671
Excellent,Outgoing,CS,PJIT,No,Basketball,Nerdystuff,28.63709005
Weak,Nerdy,Stats,Peters,No,NONE,Sillyjunk,47.81761271
OK,Confident,IT,Redbrick,No,Soccer,Sillyjunk,47.08845123
Weak,Outgoing,IT,Redbrick,Yes,Tennis,Nerdystuff,46.50462574
Excellent,Confident,IT,Redbrick,No,Soccer,Sillyjunk,42.16555768
OK,Outgoing,IT,BestCollege,No,Tennis,Sillyjunk,48.61635927
Excellent,Outgoing,IT,Redbrick,No,Soccer,Nerdystuff,35.60807321
Weak,Outgoing,IT,BYU,No,NONE,Sillyjunk,37.87160049
Weak,Outgoing,DataScience,BestCollege,No,Basketball,Sillyjunk,35.3621996
Excellent,Outgoing,IT,Redbrick,Yes,Basketball,Nerdystuff,39.10679971
Weak,Nerdy,CS,Redbrick,No,Tennis,Nerdystuff,50.59916092
Weak,Confident,DataScience,BestCollege,No,Tennis,Sillyjunk,29.09937869
Weak,Confident,DataScience,PJIT,Yes,Basketball,Sillyjunk,53.07364118
OK,Outgoing,Stats,BestCollege,No,Basketball,Sillyjunk,54.69207353
Excellent,Confident,CS,Redbrick,No,Tennis,Sillyjunk,58.54488398
Weak,Shy,DataScience,Redbrick,No,Tennis,Nerdystuff,49.1133572
Weak,Shy,Stats,PJIT,No,Basketball,Nerdystuff,53.63170549
Excellent,Nerdy,Stats,Redbrick,No,NONE,Nerdystuff,53.71552646
Weak,Outgoing,Stats,Peters,No,Tennis,Nerdystuff,54.21978556
OK,Confident,IT,PJIT,No,Basketball,Sillyjunk,60.22964172
Weak,Shy,Stats,BYU,No,Tennis,NoAccount,53.45217795
Excellent,Outgoing,Stats,Peters,Yes,NONE,Nerdystuff,36.61192142
Weak,Nerdy,IT,BestCollege,No,Basketball,Sillyjunk,58.23868204
Weak,Outgoing,CS,Peters,No,Basketball,Sillyjunk,35.8672737
Weak,Shy,Stats,PJIT,Yes,Basketball,Sillyjunk,44.09839694
OK,Outgoing,Stats,PJIT,No,Basketball,Sillyjunk,37.48137222
OK,Nerdy,DataScience,Redbrick,No,NONE,Nerdystuff,50.77642196
OK,Shy,DataScience,Peters,No,Soccer,Sillyjunk,24.54198452
OK,Nerdy,IT,BestCollege,No,Soccer,Sillyjunk,48.16764216
Excellent,Confident,Stats,Peters,Yes,Basketball,Sillyjunk,48.70862103
Excellent,Outgoing,IT,PJIT,No,Basketball,NoAccount,61.18789295
OK,Shy,Stats,BestCollege,No,Soccer,Sillyjunk,53.26050415
Excellent,Shy,IT,Peters,No,NONE,Nerdystuff,61.93804723
OK,Confident,CS,Redbrick,No,Tennis,Nerdystuff,30.84256393
Excellent,Shy,Stats,PJIT,No,Basketball,Nerdystuff,59.1500329
Weak,Outgoing,DataScience,PJIT,No,Basketball,Nerdystuff,26.99921818
OK,Nerdy,Stats,BYU,No,Tennis,Sillyjunk,22.0928134
Weak,Confident,IT,BestCollege,No,Tennis,Sillyjunk,22.31797069
Weak,Outgoing,CS,BestCollege,No,Tennis,Sillyjunk,54.74216915
Weak,Shy,IT,Redbrick,No,Soccer,Nerdystuff,56.90115236
OK,Confident,CS,Peters,No,NONE,Sillyjunk,56.66149352
Weak,Shy,DataScience,BestCollege,No,NONE,Sillyjunk,52.34144491
Weak,Nerdy,Stats,PJIT,No,Basketball,Sillyjunk,61.67199536
OK,Confident,DataScience,Redbrick,No,Tennis,Sillyjunk,44.91826515
Excellent,Outgoing,IT,BestCollege,Yes,Basketball,Sillyjunk,59.19287412
Excellent,Confident,Stats,Peters,No,Soccer,Sillyjunk,59.20995574
Weak,Confident,DataScience,BYU,No,Basketball,Sillyjunk,25.27520702
OK,Outgoing,Stats,PJIT,No,Basketball,Nerdystuff,47.39823349
Excellent,Nerdy,DataScience,Peters,No,Soccer,Sillyjunk,59.90949176
OK,Nerdy,Stats,PJIT,No,Basketball,Nerdystuff,45.97970408
OK,Shy,IT,BestCollege,No,Soccer,Sillyjunk,22.11591295
OK,Outgoing,CS,Peters,Yes,Soccer,NoAccount,27.9281136
Weak,Confident,Stats,Redbrick,Yes,Soccer,Nerdystuff,27.94275442
Excellent,Nerdy,DataScience,BestCollege,Yes,Soccer,Sillyjunk,50.63640191
Excellent,Shy,Stats,Peters,Yes,Soccer,Nerdystuff,38.83880749
Excellent,Outgoing,CS,Peters,Yes,Basketball,Nerdystuff,53.05881785
OK,Nerdy,IT,BYU,No,Soccer,Nerdystuff,48.59437533
Excellent,Shy,Stats,Redbrick,Yes,Soccer,Nerdystuff,34.59502347
Excellent,Confident,IT,Redbrick,Yes,Basketball,Sillyjunk,50.06080351
Weak,Shy,DataScience,BYU,No,NONE,Nerdystuff,28.81325557
OK,Confident,Stats,PJIT,No,Basketball,Sillyjunk,31.35697051
Weak,Shy,DataScience,PJIT,No,Basketball,NoAccount,43.55688811
Weak,Nerdy,CS,Peters,No,NONE,NoAccount,31.3826659
Weak,Outgoing,IT,BestCollege,No,NONE,Sillyjunk,56.60750044
Weak,Outgoing,Stats,PJIT,No,Basketball,Nerdystuff,33.18703798
OK,Confident,Stats,BestCollege,Yes,Basketball,Sillyjunk,40.48770025
Excellent,Outgoing,CS,Peters,Yes,Soccer,NoAccount,28.54670519
Weak,Shy,Stats,Redbrick,No,Soccer,Nerdystuff,55.50089041
Weak,Confident,CS,BYU,No,Soccer,Sillyjunk,59.73981551
Excellent,Outgoing,CS,PJIT,Yes,Basketball,Sillyjunk,23.86647595
OK,Confident,DataScience,BestCollege,No,Soccer,Sillyjunk,31.61749524
Weak,Confident,CS,Redbrick,No,Tennis,Sillyjunk,47.46221103
Weak,Confident,Stats,BYU,No,Basketball,Nerdystuff,24.76398839
Excellent,Shy,DataScience,Peters,No,Soccer,Sillyjunk,42.76535149
OK,Confident,CS,Redbrick,No,Basketball,Sillyjunk,45.71484887
OK,Outgoing,IT,Peters,No,Tennis,Nerdystuff,61.91734262
OK,Confident,DataScience,PJIT,No,Basketball,Sillyjunk,57.42557549
Excellent,Confident,Stats,Redbrick,No,Soccer,Sillyjunk,57.01056449
Excellent,Confident,CS,Peters,No,Basketball,NoAccount,30.73429148
OK,Outgoing,Stats,BestCollege,No,Basketball,Sillyjunk,27.15078058
Weak,Shy,DataScience,PJIT,No,Basketball,NoAccount,44.9590928
Excellent,Outgoing,IT,BestCollege,Yes,Tennis,Sillyjunk,42.52047919
Weak,Outgoing,IT,Redbrick,No,Basketball,Nerdystuff,61.55480342
Weak,Outgoing,CS,BYU,No,Soccer,Nerdystuff,27.91464859
Excellent,Confident,DataScience,BestCollege,Yes,Soccer,Sillyjunk,31.46625644
OK,Shy,Stats,PJIT,No,Basketball,Nerdystuff,29.24006679
OK,Nerdy,CS,BestCollege,No,Tennis,Sillyjunk,24.25611724
Weak,Nerdy,Stats,BestCollege,Yes,Basketball,Sillyjunk,44.91368952
Weak,Confident,IT,Redbrick,No,Tennis,Sillyjunk,57.07255197
Weak,Outgoing,CS,BestCollege,No,NONE,Sillyjunk,39.97402752
OK,Shy,CS,BestCollege,No,Basketball,Sillyjunk,47.78374302
Excellent,Shy,CS,Redbrick,No,Tennis,Nerdystuff,48.47999831
Weak,Outgoing,IT,Peters,No,NONE,NoAccount,53.46662578
Excellent,Outgoing,DataScience,Peters,No,Tennis,Sillyjunk,25.08079109
OK,Outgoing,Stats,BYU,No,Soccer,NoAccount,52.45882567
Weak,Nerdy,CS,Peters,No,Tennis,Nerdystuff,30.86187633
Weak,Nerdy,CS,BestCollege,Yes,Tennis,Sillyjunk,27.91021194
Excellent,Shy,CS,BYU,No,NONE,Nerdystuff,26.52242734
Excellent,Outgoing,Stats,BestCollege,Yes,NONE,Sillyjunk,40.90941843
Excellent,Nerdy,Stats,Redbrick,Yes,Basketball,Nerdystuff,55.20886353
Weak,Confident,Stats,PJIT,No,Basketball,Sillyjunk,50.16758269
Weak,Shy,IT,BYU,No,NONE,NoAccount,51.56634865
Excellent,Confident,CS,BestCollege,Yes,Tennis,Sillyjunk,37.27960674
Excellent,Nerdy,CS,BYU,Yes,Soccer,NoAccount,36.69180503
Weak,Outgoing,CS,PJIT,No,Basketball,Sillyjunk,59.69248623
Excellent,Outgoing,DataScience,BestCollege,Yes,NONE,Sillyjunk,60.67819669
OK,Nerdy,CS,BYU,No,Tennis,Nerdystuff,40.84705739
Weak,Outgoing,DataScience,PJIT,No,Basketball,NoAccount,38.57477004
OK,Shy,IT,BestCollege,No,NONE,Sillyjunk,41.78192421
OK,Confident,Stats,Peters,Yes,NONE,Sillyjunk,42.70707091
Excellent,Outgoing,Stats,Peters,Yes,Tennis,Sillyjunk,30.63279004
Excellent,Shy,CS,PJIT,Yes,Basketball,NoAccount,51.23472281
Weak,Nerdy,CS,PJIT,Yes,Basketball,Sillyjunk,58.68909549
OK,Nerdy,CS,BestCollege,No,NONE,Sillyjunk,52.92244575
Weak,Outgoing,Stats,PJIT,Yes,Basketball,NoAccount,54.41187021
OK,Outgoing,DataScience,BYU,Yes,Basketball,Nerdystuff,60.17199713
Excellent,Shy,Stats,Peters,Yes,NONE,NoAccount,55.19764556
Excellent,Outgoing,IT,Peters,Yes,NONE,NoAccount,56.59261217
Excellent,Nerdy,DataScience,BYU,No,NONE,Nerdystuff,40.53291525
Weak,Outgoing,IT,Redbrick,No,NONE,Nerdystuff,53.77550592
OK,Nerdy,CS,Peters,No,Soccer,NoAccount,27.15197495
Weak,Confident,CS,BestCollege,No,NONE,Sillyjunk,44.50300765
Weak,Outgoing,IT,PJIT,Yes,Basketball,NoAccount,48.68243718
Weak,Confident,DataScience,Peters,No,Tennis,Sillyjunk,52.94422667
OK,Nerdy,CS,PJIT,No,Basketball,Nerdystuff,28.27959191
Excellent,Shy,Stats,Peters,Yes,Tennis,NoAccount,33.37969766
OK,Confident,IT,Redbrick,No,Soccer,Sillyjunk,50.91754249
Excellent,Outgoing,IT,Redbrick,No,Basketball,Nerdystuff,43.40344142
OK,Shy,CS,Peters,Yes,Tennis,NoAccount,29.74833666
OK,Confident,DataScience,Redbrick,No,Tennis,Nerdystuff,41.95288545
Weak,Outgoing,Stats,Redbrick,No,Soccer,Nerdystuff,33.99438645
Weak,Outgoing,IT,Peters,No,Basketball,Sillyjunk,31.40318954
Excellent,Shy,IT,BestCollege,No,Soccer,Sillyjunk,30.67729341
OK,Shy,CS,Peters,Yes,NONE,NoAccount,29.75431702
OK,Confident,Stats,Redbrick,No,Soccer,Sillyjunk,54.32017554
OK,Nerdy,IT,Redbrick,No,Tennis,Nerdystuff,43.92164762
Weak,Nerdy,CS,BestCollege,No,NONE,Sillyjunk,36.14684237
Excellent,Nerdy,IT,PJIT,No,Basketball,Nerdystuff,33.81397109
OK,Shy,CS,Peters,No,Basketball,Nerdystuff,61.14599643
OK,Shy,DataScience,Peters,No,Tennis,Nerdystuff,43.86215907
Weak,Nerdy,IT,Redbrick,No,Soccer,Nerdystuff,28.26449814
Excellent,Nerdy,Stats,BYU,No,NONE,NoAccount,30.69456232
OK,Outgoing,IT,PJIT,No,Basketball,NoAccount,52.68147677
OK,Outgoing,CS,PJIT,No,Basketball,Nerdystuff,44.54650226
OK,Outgoing,Stats,BestCollege,No,Basketball,Sillyjunk,60.82264777
Weak,Shy,DataScience,Peters,No,Tennis,Sillyjunk,28.74241832
Weak,Outgoing,Stats,BestCollege,No,NONE,Sillyjunk,36.32904088
Excellent,Outgoing,DataScience,BestCollege,Yes,Soccer,Sillyjunk,52.63213259
Excellent,Confident,IT,Redbrick,Yes,NONE,Nerdystuff,35.63447062
Weak,Confident,Stats,BYU,No,Soccer,Sillyjunk,58.00512905
OK,Outgoing,DataScience,BYU,No,NONE,Nerdystuff,29.49491725
Weak,Nerdy,CS,Redbrick,Yes,Soccer,Nerdystuff,39.13112
Weak,Confident,Stats,BestCollege,No,NONE,Sillyjunk,38.04430626
Excellent,Outgoing,IT,BYU,No,Soccer,Sillyjunk,37.30568479
Weak,Confident,CS,Peters,No,NONE,Sillyjunk,52.06798166
OK,Nerdy,IT,Redbrick,No,NONE,Nerdystuff,60.46822985
Weak,Confident,Stats,Peters,No,NONE,NoAccount,26.93227149
Excellent,Confident,Stats,BYU,Yes,Basketball,Sillyjunk,45.32644123
Excellent,Confident,CS,BestCollege,Yes,Tennis,Sillyjunk,31.50774147
Weak,Nerdy,IT,BestCollege,Yes,NONE,Sillyjunk,42.37286238
OK,Confident,DataScience,Redbrick,Yes,Soccer,Sillyjunk,45.22155332
Weak,Outgoing,CS,Redbrick,No,Tennis,Nerdystuff,60.77817519
OK,Nerdy,IT,Peters,Yes,NONE,NoAccount,30.34885948
Weak,Nerdy,DataScience,BYU,No,Soccer,Nerdystuff,38.79172443
Weak,Nerdy,CS,Redbrick,No,Tennis,Nerdystuff,33.76908102
Excellent,Nerdy,DataScience,Redbrick,No,Soccer,Nerdystuff,40.91158883
OK,Outgoing,IT,Peters,No,Soccer,Nerdystuff,25.39879699
Weak,Nerdy,DataScience,Redbrick,No,Tennis,Nerdystuff,41.42843544
OK,Confident,DataScience,Redbrick,No,NONE,Sillyjunk,59.14229075
OK,Outgoing,DataScience,PJIT,No,Basketball,NoAccount,55.63084178
Weak,Shy,Stats,BestCollege,No,Tennis,Sillyjunk,53.47656912
Weak,Nerdy,IT,Peters,No,Soccer,NoAccount,39.41652226
OK,Nerdy,DataScience,BYU,Yes,Soccer,NoAccount,39.23934993
Weak,Outgoing,IT,Redbrick,No,Soccer,Nerdystuff,60.16827679
Weak,Outgoing,IT,Peters,No,Basketball,Nerdystuff,36.62933639
OK,Outgoing,Stats,BYU,No,NONE,Nerdystuff,57.48873071
Weak,Outgoing,CS,BestCollege,No,NONE,Sillyjunk,51.03083786
Weak,Outgoing,Stats,PJIT,No,Basketball,NoAccount,40.66867628
OK,Shy,CS,Peters,No,Soccer,NoAccount,41.44844367
Weak,Confident,Stats,Peters,No,Tennis,Nerdystuff,27.85518254
Weak,Confident,DataScience,PJIT,No,Basketball,Sillyjunk,42.41019126
Excellent,Outgoing,Stats,BestCollege,Yes,Basketball,Sillyjunk,29.09546032
Weak,Nerdy,CS,Redbrick,Yes,Tennis,Nerdystuff,49.42623187
Weak,Outgoing,CS,PJIT,Yes,Basketball,Nerdystuff,54.73223641
Weak,Confident,Stats,Redbrick,No,Tennis,Nerdystuff,29.43338584
Excellent,Confident,DataScience,PJIT,Yes,Basketball,Sillyjunk,60.52602258
Excellent,Outgoing,IT,BestCollege,No,Basketball,Sillyjunk,41.93873475
OK,Outgoing,CS,PJIT,No,Basketball,NoAccount,54.78678924
OK,Confident,IT,BYU,No,Tennis,Sillyjunk,44.25226108
OK,Outgoing,CS,BestCollege,No,Soccer,Sillyjunk,31.03198071
Weak,Confident,DataScience,BestCollege,No,Tennis,Sillyjunk,40.8828614
Weak,Confident,DataScience,PJIT,Yes,Basketball,Sillyjunk,47.1433168
OK,Nerdy,DataScience,Peters,No,NONE,Nerdystuff,35.28278791
Excellent,Outgoing,CS,PJIT,No,Basketball,Sillyjunk,31.20346169
Weak,Confident,DataScience,BYU,No,Soccer,Sillyjunk,48.86381015
OK,Outgoing,Stats,Redbrick,No,Basketball,Nerdystuff,44.88985414
OK,Confident,Stats,BYU,No,Soccer,NoAccount,30.52407194
Weak,Confident,CS,Redbrick,No,NONE,Sillyjunk,53.67458086
OK,Nerdy,CS,Redbrick,No,NONE,Nerdystuff,36.38070074
Weak,Shy,DataScience,Redbrick,No,Soccer,Nerdystuff,51.55250252
Weak,Confident,Stats,BYU,No,Soccer,Sillyjunk,42.01487857
Weak,Shy,IT,Peters,No,Soccer,Nerdystuff,28.42570159
Weak,Shy,CS,Redbrick,No,Tennis,Nerdystuff,28.07628797
Weak,Outgoing,IT,PJIT,No,Basketball,NoAccount,27.87424153
Weak,Nerdy,Stats,Peters,Yes,Tennis,Nerdystuff,31.7736597
OK,Outgoing,CS,Peters,No,Soccer,Sillyjunk,31.90021082
OK,Confident,Stats,BYU,No,Soccer,NoAccount,38.44258472
Weak,Outgoing,Stats,Redbrick,No,Basketball,Nerdystuff,29.03180755
Excellent,Outgoing,Stats,Peters,Yes,Soccer,Sillyjunk,33.7345631
Excellent,Nerdy,Stats,Peters,No,Tennis,Sillyjunk,50.13725122
Excellent,Nerdy,IT,Peters,Yes,NONE,Nerdystuff,26.10526733
Weak,Confident,Stats,BestCollege,No,Tennis,Sillyjunk,44.82068493
OK,Confident,CS,BestCollege,No,Tennis,Sillyjunk,46.73365958
Excellent,Outgoing,Stats,PJIT,Yes,Basketball,Nerdystuff,22.32887213
OK,Outgoing,DataScience,Redbrick,No,NONE,Nerdystuff,22.92696506
Excellent,Outgoing,CS,BYU,No,Basketball,Sillyjunk,29.28373834
Weak,Outgoing,DataScience,PJIT,Yes,Basketball,Sillyjunk,32.3326718
Excellent,Confident,CS,BestCollege,Yes,Soccer,Sillyjunk,24.93157441
Excellent,Shy,DataScience,Redbrick,No,NONE,Nerdystuff,33.67553373
Excellent,Shy,DataScience,Redbrick,Yes,NONE,Nerdystuff,21.92673623
OK,Outgoing,DataScience,Redbrick,No,Basketball,Nerdystuff,58.46908133
Excellent,Shy,IT,PJIT,Yes,Basketball,NoAccount,33.59646623
OK,Outgoing,Stats,Redbrick,No,Basketball,Nerdystuff,26.80948235
Weak,Outgoing,IT,PJIT,No,Basketball,Sillyjunk,22.48087778
OK,Nerdy,IT,BestCollege,No,NONE,Sillyjunk,60.26148171
OK,Confident,Stats,Redbrick,No,Soccer,Nerdystuff,41.13911824
OK,Outgoing,CS,Redbrick,No,Basketball,Nerdystuff,23.72922546
OK,Shy,IT,BYU,Yes,Basketball,Nerdystuff,55.92197594
Excellent,Shy,IT,Redbrick,No,Soccer,Nerdystuff,60.1675261
Excellent,Outgoing,CS,PJIT,Yes,Basketball,Nerdystuff,44.56332947
OK,Outgoing,IT,Redbrick,No,Tennis,Nerdystuff,59.63046969
OK,Confident,IT,BestCollege,No,Soccer,Sillyjunk,34.60568884
OK,Nerdy,CS,Peters,No,Basketball,Nerdystuff,38.35426545
OK,Outgoing,CS,PJIT,No,Basketball,Nerdystuff,28.30616287
Weak,Confident,Stats,BYU,Yes,Tennis,Sillyjunk,42.64362731
OK,Outgoing,IT,Redbrick,No,NONE,Nerdystuff,47.14633747
Excellent,Outgoing,DataScience,PJIT,Yes,Basketball,NoAccount,54.40022794
Weak,Outgoing,CS,Redbrick,No,Soccer,Nerdystuff,48.25198602
Weak,Outgoing,CS,PJIT,No,Basketball,NoAccount,32.07258907
Excellent,Outgoing,CS,Peters,No,Soccer,Nerdystuff,41.35367317
Weak,Outgoing,Stats,BYU,Yes,Basketball,NoAccount,48.09902831
Weak,Shy,IT,BestCollege,No,Soccer,Sillyjunk,41.58273944
Weak,Shy,IT,BYU,Yes,Tennis,NoAccount,60.33235917
Weak,Shy,CS,Peters,No,Basketball,NoAccount,57.50882323
Excellent,Confident,CS,BYU,No,Soccer,Sillyjunk,44.53004605
Weak,Shy,IT,BestCollege,No,Soccer,Sillyjunk,45.6973577
OK,Outgoing,CS,PJIT,No,Basketball,Sillyjunk,33.23919052
Weak,Outgoing,IT,Peters,No,NONE,NoAccount,58.70438346
Weak,Nerdy,Stats,Peters,No,Tennis,NoAccount,35.48029681
Weak,Shy,IT,BYU,No,Basketball,Nerdystuff,22.37492843
Weak,Shy,CS,Peters,No,Tennis,Nerdystuff,44.20266717
OK,Nerdy,Stats,Peters,Yes,Tennis,Nerdystuff,25.87502524
Excellent,Confident,Stats,BYU,Yes,Soccer,Nerdystuff,32.93234779
OK,Nerdy,Stats,Redbrick,No,Soccer,Nerdystuff,23.31270261
Weak,Outgoing,DataScience,PJIT,Yes,Basketball,Nerdystuff,24.07668793
OK,Nerdy,Stats,Peters,No,Soccer,NoAccount,55.84635873
Excellent,Outgoing,CS,BestCollege,Yes,Basketball,Sillyjunk,51.51369633
Weak,Shy,CS,BYU,Yes,Soccer,Nerdystuff,35.50148819
Weak,Outgoing,Stats,BYU,No,Basketball,NoAccount,59.66215318
Weak,Outgoing,IT,PJIT,No,Basketball,Nerdystuff,39.3067335
Weak,Outgoing,Stats,PJIT,No,Basketball,Nerdystuff,54.14804615
Weak,Shy,Stats,Peters,No,Soccer,Nerdystuff,24.12957902
Excellent,Confident,CS,BestCollege,No,Basketball,Sillyjunk,32.5619917
Excellent,Outgoing,Stats,PJIT,No,Basketball,Sillyjunk,26.61190416
OK,Nerdy,Stats,BYU,No,Tennis,Nerdystuff,27.63462865
Weak,Nerdy,IT,Peters,No,Soccer,NoAccount,40.33138935
